2021-08-31,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-08-31,"SQ *CLAY CAFE AVALON 8774174551, NL",84.92,,
2021-08-31,"BACKBLAZE HTTPSWWW.BACK, CA 5.53 USD @ 1.294755",7.16,,
2021-08-31,"SQ *CLAY CAFE AVALON 8774174551, NL",78.98,,
2021-08-31,"SQ *CLAY CAFE AVALON 8774174551, NL",82.50,,
2021-08-31,"SOBEYS #340 ST. JOHN'S, NL",20.97,,
2021-08-31,"NLC #033 ST. JOHN'S, NL",116.45,,
2021-08-31,"THE HOME DEPOT #7077 ST JOHNS, NL",58.28,,
2021-08-31,"SOBEYS #340 ST. JOHN'S, NL",13.98,,
2021-08-30,"LESTERS FARM MARKET IN ST.JOHN'S, NL",16.75,,
2021-08-30,"NYTimes*NYTimes 800-698-4637, NY",23.00,,
2021-08-30,"DISNEY PLUS 180-07271800, CA",13.79,,
2021-08-30,"BRIDIE MOLLOY`S ST. JOHN'S, NL",59.42,,
2021-08-30,"PEACEFUL LOFT ST. JOHNS, NL",52.38,,
2021-08-30,"LOVABLE LABELS 9058495800, ON",89.22,,
2021-08-30,"PRONTO PIZZA CONCEPTION BA, NL",7.22,,
2021-08-27,"BELL ALIANT PAP #154 SAINT JOHN, NB",10.64,,
2021-08-27,"Subway 16091 Conception Ba, NL",11.58,,
2021-08-27,"CURRY DELIGHT MOUNT PEARL, NL",41.30,,
2021-08-27,"NLC #033 ST. JOHN'S, NL",72.32,,
2021-08-26,"HOOKED SEAFOOD SHACK PETTY HARBOUR, NL",25.79,,
2021-08-26,"VILLAGE DENTAL OFFICE ST. JOHN'S, NL",58.41,,
2021-08-25,"BACKBLAZE HTTPSWWW.BACK, CA 21.00 USD @ 1.298571",27.27,,
2021-08-24,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-08-24,"NETFLIX.COM 844-5052993, BC",17.24,,
2021-08-23,"APPLE.COM/BILL 866-712-7753, ON",14.94,,
2021-08-23,"BACKBLAZE HTTPSWWW.BACK, CA .82 USD @ 1.329268",1.09,,
2021-08-23,"VICTORIA IRVING VICTORIA CB, NL",95.74,,
2021-08-23,"SUN SUSHI EXPRESS (E-C MOUNT PEARL, NL",73.74,,
2021-08-23,"MCDONALD'S #29703 CARBONEAR, NL",15.03,,
2021-08-23,"SOBEYS #340 ST. JOHN'S, NL",114.57,,
2021-08-23,"SOBEYS #340 ST. JOHN'S, NL",118.14,,
2021-08-20,"APPLE.COM/CA TORONTO, ON",568.10,,
2021-08-20,PAYMENT THANK YOU/PAIEMEN T MERCI,,1500.00,
2021-08-20,"STRATECHERY/DITHERING HTTPSSTRATECH, CA 5.00 USD @ 1.316000",6.58,,
2021-08-20,"SOBEYS #340 ST. JOHN'S, NL",20.49,,
2021-08-20,"SOBEYS #340 ST. JOHN'S, NL",8.49,,
2021-08-17,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-08-17,"SQ *THE PARLOUR St. John's, NL",11.90,,
2021-08-17,"SOBEYS #340 ST. JOHN'S, NL",29.21,,
2021-08-16,"LANDWASH BREWERY MOUNT PEARL, NL",16.37,,
2021-08-16,"SQ *SAUCY MOUTH, INC. Mount Pearl, NL",80.60,,
2021-08-16,"ULTRAMAR #773 CAPE BROYLE, NL",71.96,,
2021-08-16,"RESTAURANT TERRE ST-JOHN'S, NL",185.15,,
2021-08-13,"PARK INDIGO - NO CNL005 ST. JOHN'S, NL",9.00,,
2021-08-13,"ROCKY MOUNTAIN CHOCOLATE ST. JOHN'S, NL",8.05,,
2021-08-10,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-08-10,"CINEPLEX REC ROOM 8001 ST JOHN'S, NL",28.75,,
2021-08-10,"BOOSTER JUICE # 233 ST. JOHN'S, NL",11.46,,
2021-08-10,"MARIE'S MINI MART #29 ST. JOHN'S, NL",9.98,,
2021-08-10,"LAWTONS #142 ST. JOHN'S, NL",3.21,,
2021-08-09,"NLC #033 ST. JOHN'S, NL",183.49,,
2021-08-09,"KENT MOUNT PEARL MOUNT PEARL, NL",230.18,,
2021-08-09,"DAIRY QUEEN #12122 ST. JOHN'S, NL",8.60,,
2021-08-06,PAYMENT THANK YOU/PAIEMEN T MERCI,,800.00,
2021-08-06,"SOBEYS #340 ST. JOHN'S, NL",40.98,,
2021-08-06,"MARIE'S MINI MART #29 ST. JOHN'S, NL",5.90,,
2021-08-05,"EVOO ST. JOHN'S, NL",88.61,,
2021-08-05,"DAIRY QUEEN #12122 ST. JOHN'S, NL",9.06,,
2021-08-04,"ST JOHNS INTERNATIONAL ST JOHN'S, NL",4.00,,
2021-08-04,"IRVING #03340 MOUNT PEARL, NL",94.68,,
2021-08-04,"CENTURA ATLANTIC MOUNT PEARL, NL",270.18,,
2021-08-04,"MOTOR REG DIVISION MOUNT PEARL, NL",89.00,,
2021-08-04,PAYMENT THANK YOU/PAIEMEN T MERCI,,270.18,
2021-08-04,PAYMENT THANK YOU/PAIEMEN T MERCI,,317.37,
2021-08-04,PAYMENT THANK YOU/PAIEMEN T MERCI,,2700.00,
2021-08-03,"Amazon web services aws.amazon.co, WA 2.14 USD @ 1.285046",2.75,,
2021-08-03,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-08-03,"WWW.IKEA.CA BURLINGTON, ON",131.62,,
2021-08-03,"CREATIVE BRICK TILE L ST JOHN'S, NL",243.43,,
2021-08-03,"THE HALIFAX HERALD 902-426-2811, NS",5.75,,
2021-08-03,"LINODE 8554546633, PA 7.00 USD @ 1.281428",8.97,,
2021-08-03,"DIGITALOCEAN.COM SAINT JOHN, NB 6.90 USD @ 1.281159",8.84,,
2021-08-03,Spotify P164011713 Stockholm,11.49,,
2021-08-03,"CDN TIRE STORE #00333 MOUNT PEARL, NL",317.37,,
2021-08-03,"KOODO MOBILE PAC 111-1111111, AB",173.74,,
2021-08-03,"SUN SUSHI EXPRESS MOUNT PEARL, NL",99.97,,
2021-08-03,"NYTimes*NYTimes 800-698-4637, NY",23.00,,
2021-07-30,"MV ATLANTIC VISION CHANNEL-PORT-, NL",6.07,,
2021-07-29,"EDS BOOKS AND MORE SYDNEY, NS",4.00,,
2021-07-29,"HOLIDAY INN SYDNEY WAT SYDNEY, NS",172.06,,
2021-07-29,"SQ *JJ'S PLANT BASED EATS Sydney, NS",43.64,,
2021-07-29,"SKIPTHEDISHES WINNIPEG, MB",71.68,,
2021-07-29,"DISNEY PLUS 180-07271800, CA",10.34,,
2021-07-29,"MV ATLANTIC VISION CHANNEL-PORT-, NL",43.01,,
2021-07-29,"MV ATLANTIC VISION CHANNEL-PORT-, NL",18.97,,
2021-07-29,"MV ATLANTIC VISION CHANNEL-PORT-, NL",3.28,,
2021-07-29,"AIR-SERV V PS712015 MOUNT UNIACKE, NS",3.00,,
2021-07-29,"AIR-SERV A PS711890 AULDS COVE, NS",2.00,,
2021-07-29,"AIR-SERV V PS712015 MOUNT UNIACKE, NS",3.00,,
2021-07-29,"NSLC #2341 WESTERN SHORE, NS",24.97,,
2021-07-28,"NARU SUSHI SYDNEY, NS",76.05,,
2021-07-28,"CIRCLE K / IRVING #QPS 20 AULDS COVE, NS",10.80,,
2021-07-28,"CIRCLE K / IRVING #2074 AULDS COVE, NS",81.09,,
2021-07-28,"BELL ALIANT PAP #154 SAINT JOHN, NB",10.64,,
2021-07-28,"TIM HORTONS #0854 TRURO, NS",20.00,,
2021-07-27,"METROPARK QPL HALIFAX, NS",20.25,,
2021-07-27,"ANTOJO TACOS AND TEQUILA HALIFAX, NS",109.77,,
2021-07-27,"PATAGONIA HALIFAX HALIFAX, NS",137.14,,
2021-07-27,"IKEA HALIFAX DARTMOUTH, NS",16.08,,
2021-07-27,"IKEA HALIFAX DARTMOUTH, NS",2.88,,
2021-07-27,"IKEA HALIFAX DARTMOUTH, NS",30.24,,
2021-07-27,"ATLANTIC WHOLESALERS LWR SACKVILLE, NS",10.90,,
2021-07-27,"HEARTWOOD QUINPOOL HALIFAX, NS",72.61,,
2021-07-26,"CIRCLE K / IRVING #2058 MOUNT UNIACKE, NS",74.45,,
2021-07-26,"PIZZA HUT 0101 LOWER SACKVIL, NS",7.32,,
2021-07-26,"ATLANTIC SPLASH ADVENTURE HAMMONDS PLAI, NS",18.98,,
2021-07-26,"ATLANTIC SPLASH ADVENTURE 902-8651025, NS",110.17,,
2021-07-26,"BACKBLAZE HTTPSWWW.BACK, CA 18.00 USD @ 1.292777",23.27,,
2021-07-26,"AMIN`S INDIAN FOOD HALIFAX, NS",15.95,,
2021-07-26,"UNIVERSAL PROPERTY MANAGE HALIFAX, NS",3.00,,
2021-07-26,"COPPER BRANCH HALIFAX, NS",88.17,,
2021-07-26,"SWEET JANE'S GIFTS & CONF HALIFAX, NS",13.11,,
2021-07-26,"THE WOODEN MONKEY HALIFAX HALIFAX, NS",95.89,,
2021-07-26,"NETFLIX.COM 866-716-0414, ON",17.24,,
2021-07-26,"BEST WESTERN BRIDGEWATER COOKVILLE, NS",183.24,,
2021-07-26,"IKEA HALIFAX DARTMOUTH, NS",14.46,,
2021-07-26,"IKEA HALIFAX DARTMOUTH, NS",8.04,,
2021-07-26,"IKEA HALIFAX DARTMOUTH, NS",5.16,,
2021-07-26,"PARK INDIGO - HAL RESERVA HALIFAX, NS",3.10,,
2021-07-26,"PARK INDIGO - HAL RESERVA HALIFAX, NS",,3.10,
2021-07-26,"PARK INDIGO - HAL RESERVA HALIFAX, NS",4.60,,
2021-07-26,"PARK INDIGO - HAL RESERVA HALIFAX, NS",,4.60,
2021-07-26,"PARK INDIGO - HAL RESERVA HALIFAX, NS",7.60,,
2021-07-26,"PARK INDIGO - HAL RESERVA HALIFAX, NS",,7.60,
2021-07-26,"PARK INDIGO - HAL RESERVA HALIFAX, NS",9.10,,
2021-07-26,"TIM HORTONS #0488 HALIFAX, NS",4.35,,
2021-07-26,"SOBEYS #670 LOWER SACKVIL, NS",25.72,,
2021-07-26,"CROOKED FLOOR CAFE & GIFT ANNAPOLIS ROY, NS",5.69,,
2021-07-23,"HALIFAX KOA WEST 902-865-4342, NS",193.20,,
2021-07-23,"CINEPLEX 5119 LOWER SACKVIL, NS",41.96,,
2021-07-23,"CINEPLEX 5119 LOWER SACKVIL, NS",32.17,,
2021-07-23,PAYMENT THANK YOU/PAIEMEN T MERCI,,1500.00,
2021-07-23,"LOONIES & TOONIES DOLL LUNENBURG, NS",6.61,,
2021-07-23,"BACKBLAZE HTTPSWWW.BACK, CA .82 USD @ 1.292682",1.06,,
2021-07-23,"DIGBY PINES GOLF RESORT A DIGBY, NS",201.25,,
2021-07-22,"WHYNOT ADVENTURE MAITLAND BRID, NS",34.50,,
2021-07-22,"GRAND BANKER BAR & GRILL LUNENBURG, NS",50.26,,
2021-07-22,"CIRCLE K / IRVING #2052 DIGBY, NS",80.37,,
2021-07-22,"PN KEJIMKUJIK NP-GATE CALEDONIA, NS",11.80,,
2021-07-22,"SWEET TREASURES LUNENBURG, NS",6.00,,
2021-07-22,"JAC'S BURGER'S AND SHAKES BRIDGEWATER, NS",52.16,,
2021-07-22,"APPLE.COM/BILL 866-712-7753, ON",14.94,,
2021-07-22,"EOS NATURAL FOODS WOLFVILLE, NS",26.35,,
2021-07-22,"DIGBY PINES (REST) DIGBY, NS",74.06,,
2021-07-22,"MUDDY'S CONV STORE QCO WOLFVILLE, NS",1.15,,
2021-07-22,"SUPER 8 BY WYNDHAM, WINDS WINDSOR, NS",161.61,,
2021-07-21,"SQ *THE RED ONION MARKET Annapolis Roy, NS",3.39,,
2021-07-21,"NEEDS 4432 MONTAGUE, PE",83.71,,
2021-07-21,"MCDONALD'S #3916 TRURO, NS",14.00,,
2021-07-21,"THE CHURCH BREWING COMPAN WOLFVILLE, NS",91.84,,
2021-07-21,"RODD HOTELS & RESORTS - B CARDIGAN, PE",194.35,,
2021-07-20,"NORTHUMBERLAND FERRIES CHARLOTTETOWN, PE",4.89,,
2021-07-20,"NORTHUMBERLAND FERRIES (W CHARLOTTETOWN, PE",28.00,,
2021-07-20,"NORTHUMBERLAND FERRIES CHARLOTTETOWN, PE",7.19,,
2021-07-20,"STRATECHERY/DITHERING HTTPSSTRATECH, CA 5.00 USD @ 1.312000",6.56,,
2021-07-20,"MONTAGUE PIZZA DELIGHT MONTAGUE, PE",80.43,,
2021-07-19,"SQ *RECEIVER COFFEE COMPA Charlottetown, PE",7.90,,
2021-07-19,"BIG BURGER CHARLOTTETOWN, PE",9.86,,
2021-07-19,"STIR IT UP VEGAN KITCHEN CHARLOTTETOWN, PE",3.96,,
2021-07-19,"STIR IT UP VEGAN KITCHEN CHARLOTTETOWN, PE",13.28,,
2021-07-19,"MARCO POLO LAND HUNTER RIVER, PE",6.00,,
2021-07-19,"MARCO POLO LAND HUNTER RIVER, PE",76.25,,
2021-07-19,"TIM HORTON'S #9234 CAVENDISH, PE",8.25,,
2021-07-19,"SQ *GALLEY North Rustico, PE",9.05,,
2021-07-19,"SQ *CHILLZ Green Gables, PE",10.49,,
2021-07-19,"BLUE MUSSEL CAFE NORTH RUSTICO, PE",143.50,,
2021-07-19,"MARITIME FUN GROUP HUNTER RIVER, PE",52.99,,
2021-07-19,"CRAFT BEER CORNER CHARLOTTETOWN, PE",5.49,,
2021-07-16,"SQ *OH HEY BY THE SEA North Rustico, PE",179.40,,
2021-07-16,"IRVING #46125 RUSTICO, PE",14.08,,
2021-07-16,"THE COOKS EDGE CHARLOTTETOWN, PE",87.40,,
2021-07-16,"SHOPPERSDRUGMART0102 CHARLOTTETOWN, PE",8.72,,
2021-07-16,"TRUCKIN ROLL ICE CREAM VERNON BRIDGE, PE",10.49,,
2021-07-16,"MARCO POLO LAND HUNTER RIVER, PE",7.82,,
2021-07-16,"PRINCE EDWARD ISLAND P NEW GLASGOW, PE",44.79,,
2021-07-16,"PRINCE EDWARD ISLAND P NEW GLASGOW, PE",68.70,,
2021-07-15,"SUGAR SKULL CANTINA CHARLOTTETOWN, PE",47.61,,
2021-07-15,"COWS CHARLOTTETOWN, PE",16.54,,
2021-07-15,"SQ *CALEDONIA HOUSE Charlottetown, PE",21.85,,
2021-07-15,"THE ANNE OF GREEN GABLES CHARLOTTETOWN, PE",2.86,,
2021-07-14,"SQ *SHIPWRECK FUDGE & SWE Green Gables, PE",5.99,,
2021-07-14,"SQ *BEAVERTAILS SHINING W Green Gables, PE",16.01,,
2021-07-14,"SQ *SHIPWRECK FUDGE & SWE Green Gables, PE",6.99,,
2021-07-14,"MARCO POLO LAND HUNTER RIVER, PE",6.00,,
2021-07-14,"SQ *SHIPWRECK FUDGE & SWE Green Gables, PE",12.01,,
2021-07-14,"PETROCAN-59 VICTORIA ROAD KENSINGTON, PE",79.78,,
2021-07-13,"PAYPAL *MARITIMEFUN 4029357733, ON",106.00,,
2021-07-13,"ISLAND BEACH CO INC CAVENDISH, PE",22.99,,
2021-07-13,"XPRESSIONS CAVENDISH, PE",9.18,,
2021-07-13,"KOOL BREEZE FARMS LTD. SUMMERSIDE, PE",14.05,,
2021-07-13,"CALLBECKS HH BUILDING CEN SUMMERSIDE, PE",13.77,,
2021-07-13,PAYMENT THANK YOU/PAIEMEN T MERCI,,1000.00,
2021-07-12,"CLOVER FARMS #2756 NORTH RUSTICO, PE",23.51,,
2021-07-12,"SEAGULLS NEST N.RUSTICO HAR, PE",9.09,,
2021-07-12,"MARCO POLO LAND HUNTER RIVER, PE",7.44,,
2021-07-12,"ANNE OF GG CHOC-QS CHARLOTTETOWN, PE",7.41,,
2021-07-12,"RECEIVER COFFEE CO. CHARLOTTETOWN, PE",23.16,,
2021-07-12,"STIR IT UP VEGAN KITCHEN CHARLOTTETOWN, PE",13.28,,
2021-07-12,"MARCO POLO LAND HUNTER RIVER, PE",4.01,,
2021-07-12,"NORTHUMBERLAND FERRIES CHARLOTTETOWN, PE",,82.00,
2021-07-12,"NORTHUMBERLAND FERRIES CHARLOTTETOWN, PE",,82.00,
2021-07-12,"NORTHUMBERLAND FERRIES CHARLOTTETOWN, PE",,82.00,
2021-07-12,"BIG BURGER CHARLOTTETOWN, PE",11.75,,
2021-07-12,"THE HOLMAN GRAND HOTEL CHARLOTTETOWN, PE",235.72,,
2021-07-12,"Subway 4485 Charlottetown, PE",10.43,,
2021-07-12,"TIM HORTONS #0093 CHARLOTTETOWN, PE",1.33,,
2021-07-12,"BOOKMARK CHARLOTTETOWN, PE",22.08,,
2021-07-12,"HOPYARD CHARLOTTETOWN, PE",85.49,,
2021-07-12,"SQ *FARMACY + FERMENTARY Charlottetown, PE",28.75,,
2021-07-09,"MARCO POLO LAND HUNTER RIVER, PE",3.00,,
2021-07-09,"SOURCE FOR SPORTS CHARLOTTETOWN, PE",120.73,,
2021-07-09,"COASTAL CULTURE CHARLOTTETOWN, PE",63.18,,
2021-07-08,"NORTH RUSTICO LIQUOR # NORTH RUSTICO, PE",101.96,,
2021-07-08,"MARINE ATLANTIC PORT-AUX-BASQ, NL",,1845.94,
2021-07-08,"SQ *SANDSPIT ENTERTAINMEN Cavendish, PE",3.50,,
2021-07-08,"PAYPAL *MARITIMEFUN 4029357733, ON",106.00,,
2021-07-08,JETPACK 2LKPDJFXD2 DUBLIN 44.85 USD @ 1.283389,57.56,,
2021-07-08,"SAMUEL'S COFFEE HOUSE CAVENDISH, PE",47.25,,
2021-07-08,"PETROCAN-69 ROBIE ST. TRURO, NS",28.79,,
2021-07-07,"NORTH ATLANTIC PETROLE 709-579-5831, NL",122.58,,
2021-07-07,"NAME-CHEAP.COM WWW.NAMECHEAP, AZ 15.16 USD @ 1.281002",19.42,,
2021-07-07,"ANTIGONISH SUPERSTORE ANTIGONISH, NS",258.58,,
2021-07-07,"STAPLES STORE #277 ANTIGONISH, NS",13.79,,
2021-07-07,"CIRCLE K / IRVING #QPS 20 AULDS COVE, NS",3.21,,
2021-07-07,"CIRCLE K / IRVING #2074 AULDS COVE, NS",65.07,,
2021-07-07,"MV ATLANTIC VISION CHANNEL-PORT-, NL",3.45,,
2021-07-07,"ROBIE ST. THAI EXPRESS TRURO, NS",27.14,,
2021-07-07,"MARINE ATLANTIC PORT-AUX-BASQ, NL",,922.97,
2021-07-07,"HIGHWAY 104 WESTERN AL HALIFAX, NS",5.25,,
2021-07-06,"MV ATLANTIC VISION CHANNEL-PORT-, NL",13.59,,
2021-07-06,"QUESADA MEXICAN GRILL ST. JOHN'S, NL",69.00,,
2021-07-06,"CIRCLE K / IRVING #2128 WHITBOURNE, NL",8.25,,
2021-07-06,"SOBEYS #340 ST. JOHN'S, NL",16.09,,
2021-07-06,"#371 SPORT CHEK ST JOHNS, NL",80.48,,
2021-07-05,"STARBUCKS COFFEE #2260 ST. JOHN''S, NL",9.14,,
2021-07-05,"Subway 2324 St. Johns, NL",5.51,,
2021-07-05,"SUN SUSHI EXPRESS MOUNT PEARL, NL",82.90,,
2021-07-05,"THE HOME DEPOT #7077 ST JOHNS, NL",186.27,,
2021-07-05,"Amazon web services aws.amazon.co, WA 2.14 USD @ 1.275700",2.73,,
2021-07-05,"MARINE ATLANTIC PORT-AUX-BASQ, NL",922.97,,
2021-07-05,"NYTimes*NYTimes 800-698-4637, NY",23.00,,
2021-07-05,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-07-05,"BUBBA'S TUBS & POOLS MOUNT PEARL, NL",287.89,,
2021-07-05,"CIRCLE K / IRVING #QPS210 ST-JOHN'S, NL",100.75,,
2021-07-05,"SOBEYS #340 ST. JOHN'S, NL",30.13,,
2021-07-05,"BROWNING HARVEY LIMITE ST. JOHN'S, NL",1.95,,
2021-07-05,"Lemon and Lime Health Sho ST. JOHN'S, NL",4.59,,
2021-07-05,PAYMENT THANK YOU/PAIEMEN T MERCI,,432.00,
2021-07-05,PAYMENT THANK YOU/PAIEMEN T MERCI,,148.35,
2021-07-05,PAYMENT THANK YOU/PAIEMEN T MERCI,,1500.00,
2021-07-05,"KOODO MOBILE PAC 111-1111111, AB",135.41,,
2021-07-05,"BOSTON PIZZA # 914 ST. JOHN'S, NL",100.54,,
2021-07-02,"LINODE 8554546633, PA 7.00 USD @ 1.275714",8.93,,
2021-07-02,Spotify P15C965A0D Stockholm,11.49,,
2021-07-02,"THE HALIFAX HERALD 902-426-2811, NS",5.75,,
2021-07-02,"DIGITALOCEAN.COM SAINT JOHN, NB 6.90 USD @ 1.272463",8.78,,
2021-07-02,"THE HOME DEPOT #7077 ST JOHNS, NL",17.22,,
2021-07-02,"EVOO ST. JOHN'S, NL",122.99,,
2021-07-02,"CDN TIRE STORE #00333 MOUNT PEARL, NL",,327.74,
2021-06-30,"NORTHUMBERLAND FERRIES (W CHARLOTTETOWN, PE",82.00,,
2021-06-30,"NORTHUMBERLAND FERRIES (W CHARLOTTETOWN, PE",82.00,,
2021-06-30,"PARK INDIGO - NO CNL002 ST. JOHN'S, NL",8.00,,
2021-06-30,"URBAN MARKET 1919 ST JOHNS, NL",70.27,,
2021-06-30,"NORTHUMBERLAND FERRIES (W CHARLOTTETOWN, PE",82.00,,
2021-06-30,"GUM.CO/CC* MAKETHEWEB 6502043486, CA 29.00 USD @ 1.265862",36.71,,
2021-06-30,"SOBEYS #340 ST. JOHN'S, NL",38.38,,
2021-06-29,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-06-29,"HALIFAX KOA WEST 902-865-4342, NS",47.15,,
2021-06-29,"DISNEY PLUS 180-07271800, CA",8.99,,
2021-06-28,"Crocs Canada, Inc. crocs.ca, ON",63.23,,
2021-06-28,"SMITH'S HOME HARDWARE ST. JOHN'S, NL",46.77,,
2021-06-28,"SMITH'S HOME HARDWARE ST. JOHN'S, NL",31.60,,
2021-06-28,"SMITH'S HOME HARDWARE ST. JOHN'S, NL",14.52,,
2021-06-28,"NORTHUMBERLAND FERRIES (W CHARLOTTETOWN, PE",82.00,,
2021-06-28,"SUN SUSHI - KENMOUNT ( ST. JOHN'S, NL",105.92,,
2021-06-28,PAYMENT THANK YOU/PAIEMEN T MERCI,,1500.00,
2021-06-28,"NLC #033 ST. JOHN'S, NL",80.03,,
2021-06-28,"SOBEYS #340 ST. JOHN'S, NL",64.86,,
2021-06-28,"MARIE'S MINI MART #36 ST. JOHN'S, NL",2.86,,
2021-06-28,"MARIE'S MINI MART #36 ST. JOHN'S, NL",3.89,,
2021-06-28,"BELL ALIANT PAP #154 SAINT JOHN, NB",10.64,,
2021-06-28,"NLC #033 ST. JOHN'S, NL",58.93,,
2021-06-25,"BACKBLAZE HTTPSWWW.BACK, CA 18.00 USD @ 1.265555",22.78,,
2021-06-25,"GAZE SEED COMPANY ST JOHNS, NL",57.50,,
2021-06-25,"ROCKET BAKERY & FRESH FOO ST. JOHN'S, NL",16.54,,
2021-06-25,"THE OUTFITTERS ST. JOHN'S, NL",149.50,,
2021-06-24,"APPLE.COM/BILL 866-712-7753, ON",54.04,,
2021-06-24,"NETFLIX.COM 844-5052993, BC",14.99,,
2021-06-24,"SHOPPERSDRUGMART0118 ST JOHN'S, NL",47.68,,
2021-06-23,"APPLE.COM/BILL 866-712-7753, ON",14.94,,
2021-06-23,"BACKBLAZE HTTPSWWW.BACK, CA .79 USD @ 1.265822",1.00,,
2021-06-23,"MARIE'S MINI MART #29 ST. JOHN'S, NL",3.89,,
2021-06-23,"CDN TIRE STORE #00333 MOUNT PEARL, NL",338.65,,
2021-06-22,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-06-22,"CDN TIRE STORE #00216 ST JOHN'S, NL",132.54,,
2021-06-21,"N ATLANTIC PETROLEUM 1 HOLYROOD, NL",86.97,,
2021-06-21,"AMZN Mktp CA*2161D0A50 WWW.AMAZON.CA, ON",25.30,,
2021-06-21,"KENT MOUNT PEARL MOUNT PEARL, NL",77.60,,
2021-06-21,"THE HOME DEPOT #7077 ST JOHNS, NL",148.35,,
2021-06-21,"STRATECHERY/DITHERING HTTPSSTRATECH, CA 5.00 USD @ 1.280000",6.40,,
2021-06-21,"FRONTLINE ACTION ST.JOHN'S, NL",14.95,,
2021-06-21,"NLSPICEBOX CONCEPTION BA, NL",16.43,,
2021-06-21,"COLEMANS FOOD CENTRE MOUNT PEARL, NL",13.57,,
2021-06-21,"ULTRAMAR #773 CAPE BROYLE, NL",5.03,,
2021-06-18,"WAL-MART SUPERCENTER#3196 ST. JOHN'S, NL",574.70,,
2021-06-16,"BACKBLAZE HTTPSWWW.BACK, CA 3.32 USD @ 1.250000",4.15,,
2021-06-16,"QUESADA MEXICAN GRILL ST. JOHN'S, NL",28.24,,
2021-06-16,"SHOPPERSDRUGMART0118 ST JOHN'S, NL",113.43,,
2021-06-15,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-06-15,"SHOPPERS DRUG MART #0118 ST JOHN'S, NL",22.68,,
2021-06-15,"SOBEYS #340 ST. JOHN'S, NL",262.39,,
2021-06-15,"NLC #033 ST. JOHN'S, NL",169.18,,
2021-06-14,"NORTH ATLANTIC PETROLE ST JOHN'S, NL",70.00,,
2021-06-14,"SUN SUSHI - KENMOUNT ( ST. JOHN'S, NL",54.13,,
2021-06-14,"MCDONALD'S #29133 ST. JOHN'S, NL",11.25,,
2021-06-11,"PROVINCIAL WOODPRODUCTS ST-JOHN'S, NL",44.28,,
2021-06-11,PAYMENT THANK YOU/PAIEMEN T MERCI,,1200.00,
2021-06-10,"THE HOME DEPOT #7077 ST JOHNS, NL",11.43,,
2021-06-09,"CURRY DELIGHT MOUNT PEARL, NL",61.75,,
2021-06-09,"THE PAINT SHOP MOUNT PEARL, NL",24.71,,
2021-06-08,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-06-08,PAYMENT THANK YOU/PAIEMEN T MERCI,,173.06,
2021-06-07,"APPLE.COM/BILL 866-712-7753, ON",21.84,,
2021-06-07,"NYTimes*NYTimes 800-698-4637, NY",23.00,,
2021-06-04,"Amazon web services aws.amazon.co, WA 2.14 USD @ 1.238317",2.65,,
2021-06-03,"STAPLES STORE #101 MOUNT PEARL, NL",173.06,,
2021-06-03,"CIRCLE K / IRVING #2106 ST-JOHN'S, NL",92.18,,
2021-06-02,"DIGITALOCEAN.COM SAINT JOHN, NB 6.90 USD @ 1.239130",8.55,,
2021-06-02,"LINODE 8554546633, PA 7.00 USD @ 1.238571",8.67,,
2021-06-02,Spotify P154DE48DA Stockholm,9.99,,
2021-06-02,"MEINEKE CAR CARE CENTER MOUNT PEARL, NL",1036.06,,
2021-06-02,"KOODO MOBILE PAC 111-1111111, AB",152.66,,
2021-06-01,"THE HALIFAX HERALD 902-426-2811, NS",5.75,,
2021-06-01,"WWW.NFMUSHROOMS.COM LIVINGSTONE S, NL",19.25,,
2021-06-01,PAYMENT THANK YOU/PAIEMEN T MERCI,,462.55,
2021-06-01,PAYMENT THANK YOU/PAIEMEN T MERCI,,900.00,
2021-06-01,"PEACEFUL LOFT ST. JOHNS, NL",83.43,,
2021-05-31,"Crocs Canada, Inc. crocs.ca, ON",80.49,,
2021-05-31,"NEWBALANCECANADA 800-595-9138, ON",,172.49,
2021-05-31,"SMALL POINT GENERAL STORE WESTERN BAY, NL",10.96,,
2021-05-31,"THE HOME DEPOT #7077 ST JOHNS, NL",462.55,,
2021-05-31,"THE HOME DEPOT #7077 ST JOHNS, NL",,57.48,
2021-05-31,PAYMENT THANK YOU/PAIEMEN T MERCI,,80.43,
2021-05-31,PAYMENT THANK YOU/PAIEMEN T MERCI,,506.87,
2021-05-31,PAYMENT THANK YOU/PAIEMEN T MERCI,,376.74,
2021-05-31,PAYMENT THANK YOU/PAIEMEN T MERCI,,267.73,
